"subject","type","item","condition","question","correct_answer","response","rt","group_G","ambiguity_G","ambiguity","group"
"Native 33","gp",4,"d","0","-","-",11847,"Native","Unambiguous",-0.5,-0.5
"Native 33","gp",13,"a","0","-","-",4001,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",7,"c","0","-","-",6204,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",19,"c","0","-","-",12757,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",21,"a","0","-","-",5152,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",9,"a","0","-","-",3534,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",8,"d","0","-","-",2038,"Native","Unambiguous",-0.5,-0.5
"Native 33","gp",15,"c","0","-","-",10018,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",22,"b","0","-","-",4417,"Native","Unambiguous",-0.5,-0.5
"Native 33","gp",5,"a","0","-","-",3935,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",3,"c","0","-","-",2572,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",17,"a","0","-","-",4870,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",24,"d","0","-","-",7964,"Native","Unambiguous",-0.5,-0.5
"Native 33","gp",11,"c","0","-","-",4379,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",12,"d","0","-","-",4882,"Native","Unambiguous",-0.5,-0.5
"Native 33","gp",18,"b","0","-","-",2620,"Native","Unambiguous",-0.5,-0.5
"Native 33","gp",1,"a","0","-","-",4386,"Native","Ambiguous",0.5,-0.5
"Native 33","gp",14,"b","0","-","-",12222,"Native","Unambiguous",-0.5,-0.5
"Native 33","gp",16,"d","0","-","-",2628,"Native","Unambiguous",-0.5,-0.5
"Native 33","gp",10,"b","0","-","-",4610,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",21,"b","0","-","-",3962,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",3,"d","0","-","-",2821,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",9,"b","0","-","-",3817,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",16,"a","0","-","-",2820,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",15,"d","0","-","-",2967,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",4,"a","0","-","-",4822,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",23,"d","0","-","-",3430,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",20,"a","0","-","-",2785,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",8,"a","0","-","-",4465,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",19,"d","0","-","-",3160,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",5,"b","0","-","-",2520,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",12,"a","0","-","-",5472,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",7,"d","0","-","-",2306,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",13,"b","0","-","-",3022,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",18,"c","0","-","-",3781,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",6,"c","0","-","-",4064,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",1,"b","0","-","-",3407,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",10,"c","0","-","-",3363,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",24,"a","0","-","-",2431,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",17,"b","0","-","-",2242,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",22,"c","0","-","-",6646,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",2,"c","0","-","-",5165,"Native","Ambiguous",0.5,-0.5
"Native 34","gp",11,"d","0","-","-",2675,"Native","Unambiguous",-0.5,-0.5
"Native 34","gp",14,"c","0","-","-",2945,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",1,"c","0","-","-",7236,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",23,"a","0","-","-",7165,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",18,"d","0","-","-",4089,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",2,"d","0","-","-",2382,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",3,"a","0","-","-",4654,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",13,"c","0","-","-",2229,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",21,"c","0","-","-",2878,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",20,"b","0","-","-",6270,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",11,"a","0","-","-",3563,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",10,"d","0","-","-",8983,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",6,"d","0","-","-",3257,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",5,"c","0","-","-",4343,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",9,"c","0","-","-",11087,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",4,"b","0","-","-",2241,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",17,"c","0","-","-",2524,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",12,"b","0","-","-",2901,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",15,"a","0","-","-",5187,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",24,"b","0","-","-",4334,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",14,"d","0","-","-",2910,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",19,"a","0","-","-",5113,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",22,"d","0","-","-",2762,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",7,"a","0","-","-",7526,"Native","Ambiguous",0.5,-0.5
"Native 35","gp",8,"b","0","-","-",3349,"Native","Unambiguous",-0.5,-0.5
"Native 35","gp",16,"b","0","-","-",2363,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",18,"a","0","-","-",5499,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",21,"d","0","-","-",3338,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",14,"a","0","-","-",4378,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",5,"d","0","-","-",4953,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",10,"a","0","-","-",4621,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",23,"b","0","-","-",3096,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",16,"c","0","-","-",3593,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",15,"b","0","-","-",4840,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",1,"d","0","-","-",3280,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",3,"b","0","-","-",2485,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",2,"a","0","-","-",4595,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",20,"c","0","-","-",3108,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",4,"c","0","-","-",2928,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",6,"a","0","-","-",3687,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",24,"c","0","-","-",4215,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",8,"c","0","-","-",5400,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",9,"d","0","-","-",3202,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",19,"b","0","-","-",3533,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",7,"b","0","-","-",3629,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",12,"c","0","-","-",6856,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",22,"a","0","-","-",4074,"Native","Ambiguous",0.5,-0.5
"Native 36","gp",11,"b","0","-","-",2774,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",17,"d","0","-","-",2842,"Native","Unambiguous",-0.5,-0.5
"Native 36","gp",13,"d","0","-","-",3662,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",17,"a","0","-","-",3750,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",13,"a","0","-","-",3792,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",9,"a","0","-","-",3638,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",6,"b","0","-","-",4215,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",12,"d","0","-","-",3832,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",5,"a","0","-","-",3105,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",11,"c","0","-","-",4030,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",1,"a","0","-","-",2922,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",7,"c","0","-","-",4161,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",22,"b","0","-","-",4655,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",19,"c","0","-","-",3397,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",4,"d","0","-","-",3409,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",3,"c","0","-","-",3409,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",23,"c","0","-","-",2504,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",16,"d","0","-","-",3182,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",21,"a","0","-","-",4043,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",14,"b","0","-","-",2806,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",2,"b","0","-","-",4192,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",24,"d","0","-","-",3315,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",8,"d","0","-","-",3562,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",15,"c","0","-","-",4394,"Native","Ambiguous",0.5,-0.5
"Native 37","gp",10,"b","0","-","-",3296,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",20,"d","0","-","-",3523,"Native","Unambiguous",-0.5,-0.5
"Native 37","gp",18,"b","0","-","-",2980,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",12,"a","0","-","-",7868,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",4,"a","0","-","-",6719,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",19,"d","0","-","-",4504,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",7,"d","0","-","-",5063,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",17,"b","0","-","-",3189,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",3,"d","0","-","-",1611,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",8,"a","0","-","-",3534,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",6,"c","0","-","-",6868,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",1,"b","0","-","-",2192,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",9,"b","0","-","-",2336,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",13,"b","0","-","-",2929,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",2,"c","0","-","-",3824,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",5,"b","0","-","-",2997,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",20,"a","0","-","-",4858,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",11,"d","0","-","-",2350,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",23,"d","0","-","-",2858,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",21,"b","0","-","-",5896,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",14,"c","0","-","-",4213,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",16,"a","0","-","-",2607,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",15,"d","0","-","-",4279,"Native","Unambiguous",-0.5,-0.5
"Native 38","gp",10,"c","0","-","-",2889,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",24,"a","0","-","-",3529,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",18,"c","0","-","-",4648,"Native","Ambiguous",0.5,-0.5
"Native 38","gp",22,"c","0","-","-",3887,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",7,"a","0","-","-",7387,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",16,"b","0","-","-",3158,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",6,"d","0","-","-",3296,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",23,"a","0","-","-",5326,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",1,"c","0","-","-",4106,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",12,"b","0","-","-",5801,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",8,"b","0","-","-",6501,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",24,"b","0","-","-",4022,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",14,"d","0","-","-",2874,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",9,"c","0","-","-",5356,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",11,"a","0","-","-",3483,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",19,"a","0","-","-",4015,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",22,"d","0","-","-",3246,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",18,"d","0","-","-",4484,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",15,"a","0","-","-",6700,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",21,"c","0","-","-",4082,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",10,"d","0","-","-",3091,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",17,"c","0","-","-",2971,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",13,"c","0","-","-",5375,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",2,"d","0","-","-",4328,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",4,"b","0","-","-",9492,"Native","Unambiguous",-0.5,-0.5
"Native 39","gp",3,"a","0","-","-",7144,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",5,"c","0","-","-",6654,"Native","Ambiguous",0.5,-0.5
"Native 39","gp",20,"b","0","-","-",3145,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",8,"c","0","-","-",6016,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",11,"b","0","-","-",2769,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",7,"b","0","-","-",3127,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",23,"b","0","-","-",5866,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",14,"a","0","-","-",4436,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",22,"a","0","-","-",6806,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",17,"d","0","-","-",3408,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",6,"a","0","-","-",3281,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",18,"a","0","-","-",6215,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",4,"c","0","-","-",3829,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",12,"c","0","-","-",7314,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",9,"d","0","-","-",6690,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",20,"c","0","-","-",3518,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",16,"c","0","-","-",5677,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",10,"a","0","-","-",3880,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",13,"d","0","-","-",3169,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",19,"b","0","-","-",3820,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",5,"d","0","-","-",8665,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",24,"c","0","-","-",3469,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",15,"b","0","-","-",4238,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",1,"d","0","-","-",7726,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",21,"d","0","-","-",2916,"Native","Unambiguous",-0.5,-0.5
"Native 40","gp",2,"a","0","-","-",4240,"Native","Ambiguous",0.5,-0.5
"Native 40","gp",3,"b","0","-","-",3574,"Native","Unambiguous",-0.5,-0.5
"Non-Native 1","gp",17,"a","0","-","-",5649,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",23,"c","0","-","-",5099,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",2,"b","0","-","-",3471,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",9,"a","0","-","-",6462,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",19,"c","0","-","-",15979,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",7,"c","0","-","-",11529,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",8,"d","0","-","-",4024,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",4,"d","0","-","-",5274,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",22,"b","0","-","-",5427,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",1,"a","0","-","-",9164,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",14,"b","0","-","-",3041,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",11,"c","0","-","-",4435,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",6,"b","0","-","-",6132,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",20,"d","0","-","-",3880,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",5,"a","0","-","-",5314,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",3,"c","0","-","-",6249,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",10,"b","0","-","-",4466,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",21,"a","0","-","-",3768,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",12,"d","0","-","-",13655,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",15,"c","0","-","-",3796,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 1","gp",24,"d","0","-","-",3699,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",18,"b","0","-","-",9641,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",16,"d","0","-","-",6071,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 1","gp",13,"a","0","-","-",6735,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",19,"d","0","-","-",5839,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",24,"a","0","-","-",3704,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",15,"d","0","-","-",4473,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",16,"a","0","-","-",8950,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",14,"c","0","-","-",9484,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",3,"d","0","-","-",3159,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",6,"c","0","-","-",4451,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",20,"a","0","-","-",5431,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",12,"a","0","-","-",8266,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",2,"c","0","-","-",3354,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",21,"b","0","-","-",3911,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",9,"b","0","-","-",5752,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",5,"b","0","-","-",5168,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",22,"c","0","-","-",10549,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",13,"b","0","-","-",3901,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",4,"a","0","-","-",6076,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",8,"a","0","-","-",5314,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",17,"b","0","-","-",14272,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",23,"d","0","-","-",3467,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",7,"d","0","-","-",3595,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",18,"c","0","-","-",15147,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",11,"d","0","-","-",4306,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 2","gp",10,"c","0","-","-",8283,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 2","gp",1,"b","0","-","-",5898,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",22,"d","0","-","-",3716,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",9,"c","0","-","-",5010,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",12,"b","0","-","-",3394,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",20,"b","0","-","-",3880,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",14,"d","0","-","-",4064,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",11,"a","0","-","-",3644,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",2,"d","0","-","-",4373,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",8,"b","0","-","-",3920,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",10,"d","0","-","-",5477,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",13,"c","0","-","-",3900,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",5,"c","0","-","-",6333,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",24,"b","0","-","-",2479,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",21,"c","0","-","-",3073,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",3,"a","0","-","-",3576,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",4,"b","0","-","-",3416,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",1,"c","0","-","-",6128,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",23,"a","0","-","-",3982,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",6,"d","0","-","-",3910,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",19,"a","0","-","-",10332,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",18,"d","0","-","-",4129,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",7,"a","0","-","-",5167,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",17,"c","0","-","-",5787,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 3","gp",16,"b","0","-","-",3834,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 3","gp",15,"a","0","-","-",9655,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",20,"c","0","-","-",3512,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",5,"d","0","-","-",2848,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",17,"d","0","-","-",2564,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",15,"b","0","-","-",2818,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",23,"b","0","-","-",6986,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",13,"d","0","-","-",4033,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",16,"c","0","-","-",5073,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",14,"a","0","-","-",3000,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",24,"c","0","-","-",4015,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",8,"c","0","-","-",3540,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",11,"b","0","-","-",3490,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",19,"b","0","-","-",3422,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",2,"a","0","-","-",7690,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",22,"a","0","-","-",3302,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",7,"b","0","-","-",8601,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",12,"c","0","-","-",5400,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",4,"c","0","-","-",3279,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",1,"d","0","-","-",3299,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",21,"d","0","-","-",2352,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",10,"a","0","-","-",3124,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",9,"d","0","-","-",3096,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",6,"a","0","-","-",3376,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 4","gp",3,"b","0","-","-",2671,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 4","gp",18,"a","0","-","-",1892,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",7,"c","0","-","-",4738,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",6,"b","0","-","-",4382,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",9,"a","0","-","-",17564,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",17,"a","0","-","-",9038,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",22,"b","0","-","-",7880,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",8,"d","0","-","-",5535,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",4,"d","0","-","-",3745,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",20,"d","0","-","-",8597,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",19,"c","0","-","-",11436,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",14,"b","0","-","-",4440,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",16,"d","0","-","-",3595,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",24,"d","0","-","-",3247,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",23,"c","0","-","-",7794,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",2,"b","0","-","-",4215,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",21,"a","0","-","-",5879,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",1,"a","0","-","-",4882,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",12,"d","0","-","-",3086,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",15,"c","0","-","-",3428,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",11,"c","0","-","-",5722,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",10,"b","0","-","-",8403,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 5","gp",3,"c","0","-","-",7809,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",13,"a","0","-","-",4781,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 5","gp",5,"a","0","-","-",6626,"Non-Native","Ambiguous",0.5,0.5
