"controller","condition","item","response","response_time","subject","group_G","ambiguity_G","question_type_G","ambiguity","question_type","group"
"PictureAccept","exp1-3","3",0,3270,"Native 1","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","19",0,1533,"Native 1","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","20",1,1283,"Native 1","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","12",1,1395,"Native 1","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","10",1,1728,"Native 1","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","23",0,2434,"Native 1","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","22",1,2782,"Native 1","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","8",1,1494,"Native 1","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","5",0,2760,"Native 1","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","21",1,3880,"Native 1","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","7",0,2566,"Native 1","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","17",0,1833,"Native 1","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","1",1,2450,"Native 1","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","11",0,2690,"Native 1","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","4",1,1512,"Native 1","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","6",1,1388,"Native 1","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","14",1,2698,"Native 1","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","15",1,1113,"Native 1","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","18",1,1640,"Native 1","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","16",1,1463,"Native 1","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","13",1,2941,"Native 1","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","24",1,1577,"Native 1","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","9",1,1254,"Native 1","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","2",1,1314,"Native 1","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","24",1,4604,"Native 2","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","22",1,1523,"Native 2","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","6",1,2240,"Native 2","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","14",1,1744,"Native 2","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","18",1,1486,"Native 2","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","9",1,5216,"Native 2","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","10",1,1155,"Native 2","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","16",1,1685,"Native 2","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","15",1,1083,"Native 2","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","21",1,3351,"Native 2","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","2",1,1024,"Native 2","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","4",1,2731,"Native 2","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","3",1,1501,"Native 2","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","7",1,1051,"Native 2","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","12",1,2212,"Native 2","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","19",1,1154,"Native 2","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","8",1,3036,"Native 2","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","1",1,2800,"Native 2","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","23",1,10534,"Native 2","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","20",1,1305,"Native 2","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","13",1,1730,"Native 2","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","17",0,4989,"Native 2","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","11",1,7004,"Native 2","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","5",1,1810,"Native 2","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","21",1,1461,"Native 3","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","12",1,3493,"Native 3","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","11",1,2936,"Native 3","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","8",1,1911,"Native 3","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","22",1,1694,"Native 3","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","9",1,1526,"Native 3","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","2",1,1937,"Native 3","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","14",1,2318,"Native 3","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","6",1,1490,"Native 3","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","23",1,2837,"Native 3","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","18",1,1692,"Native 3","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","3",0,2973,"Native 3","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","24",1,1744,"Native 3","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","7",1,4294,"Native 3","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","16",1,1689,"Native 3","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","4",1,2747,"Native 3","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","5",1,1273,"Native 3","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","13",1,1394,"Native 3","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","20",1,1802,"Native 3","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","1",1,1292,"Native 3","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","10",1,1920,"Native 3","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","19",1,3391,"Native 3","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","15",1,2283,"Native 3","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","17",1,1451,"Native 3","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","8",1,1180,"Native 4","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","17",1,655,"Native 4","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","23",0,612,"Native 4","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","24",0,723,"Native 4","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","21",1,541,"Native 4","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","3",1,1028,"Native 4","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","10",1,1595,"Native 4","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","4",0,691,"Native 4","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","2",0,705,"Native 4","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","11",0,914,"Native 4","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","14",0,3462,"Native 4","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","6",0,941,"Native 4","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","20",0,931,"Native 4","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","19",0,799,"Native 4","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","9",1,616,"Native 4","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","16",1,937,"Native 4","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","18",0,2153,"Native 4","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","5",0,1663,"Native 4","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","22",0,1381,"Native 4","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","1",0,1409,"Native 4","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","7",0,1246,"Native 4","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","15",0,1383,"Native 4","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","13",1,685,"Native 4","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","12",1,1398,"Native 4","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","14",1,2134,"Native 5","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","15",1,1373,"Native 5","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","23",1,1308,"Native 5","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","22",1,2095,"Native 5","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","24",1,1395,"Native 5","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","19",1,940,"Native 5","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","3",1,2898,"Native 5","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","12",1,1332,"Native 5","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","13",1,1146,"Native 5","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","9",1,1603,"Native 5","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","2",1,1843,"Native 5","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","8",1,1246,"Native 5","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","5",1,1408,"Native 5","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","11",1,5878,"Native 5","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","1",1,2243,"Native 5","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","6",1,1493,"Native 5","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","18",1,811,"Native 5","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","17",0,2511,"Native 5","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","20",1,1016,"Native 5","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","4",1,722,"Native 5","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","10",1,1076,"Native 5","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","7",1,2980,"Native 5","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","16",1,1234,"Native 5","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","21",0,1756,"Native 5","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","10",0,754,"Native 6","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","22",1,976,"Native 6","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","5",1,1291,"Native 6","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","16",1,1393,"Native 6","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","7",1,752,"Native 6","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","3",1,1008,"Native 6","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","24",1,1734,"Native 6","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","15",0,1155,"Native 6","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","18",0,855,"Native 6","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","23",1,1142,"Native 6","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","2",1,951,"Native 6","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","13",0,1444,"Native 6","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","14",1,1464,"Native 6","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","4",1,1293,"Native 6","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","11",1,1310,"Native 6","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","19",0,1009,"Native 6","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","1",0,1278,"Native 6","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","6",1,1123,"Native 6","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","9",0,1498,"Native 6","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","20",0,1161,"Native 6","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","8",0,1318,"Native 6","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","21",1,1327,"Native 6","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","12",0,926,"Native 6","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","17",0,1027,"Native 6","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","3",1,6526,"Native 7","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","23",0,1792,"Native 7","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","21",1,1169,"Native 7","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","7",0,5956,"Native 7","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","8",1,2185,"Native 7","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","20",1,1432,"Native 7","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","6",1,1460,"Native 7","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","17",1,1475,"Native 7","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","4",1,1111,"Native 7","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","5",1,2347,"Native 7","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","19",1,1578,"Native 7","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","1",1,842,"Native 7","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","12",0,5233,"Native 7","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","13",1,3095,"Native 7","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","14",1,1774,"Native 7","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","9",1,1213,"Native 7","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","22",1,1093,"Native 7","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","11",0,1153,"Native 7","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","24",1,1325,"Native 7","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","15",1,1083,"Native 7","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","2",1,808,"Native 7","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","10",1,1048,"Native 7","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","16",1,1743,"Native 7","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","18",1,1521,"Native 7","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","9",1,2167,"Native 8","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","18",1,2745,"Native 8","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","16",1,2471,"Native 8","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","24",0,4145,"Native 8","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","12",1,4396,"Native 8","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","19",1,3037,"Native 8","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","4",0,2221,"Native 8","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","14",0,4527,"Native 8","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","10",1,3588,"Native 8","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","2",1,4105,"Native 8","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","7",1,7118,"Native 8","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","21",1,1068,"Native 8","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","5",1,1034,"Native 8","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","17",1,2545,"Native 8","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","11",1,5822,"Native 8","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","22",0,2119,"Native 8","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","15",1,2327,"Native 8","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","3",0,4210,"Native 8","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","8",1,1229,"Native 8","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","20",1,8352,"Native 8","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","13",1,2304,"Native 8","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","23",1,3050,"Native 8","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","6",1,1693,"Native 8","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","1",1,2539,"Native 8","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","20",1,1605,"Native 9","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","5",1,2816,"Native 9","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","7",1,908,"Native 9","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","19",1,2502,"Native 9","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","12",1,1170,"Native 9","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","3",1,1762,"Native 9","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","10",1,2320,"Native 9","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","14",1,2367,"Native 9","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","18",1,1185,"Native 9","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","13",1,1159,"Native 9","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","21",1,1696,"Native 9","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","9",1,1706,"Native 9","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","4",1,991,"Native 9","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","15",1,1304,"Native 9","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","6",1,998,"Native 9","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","22",1,1722,"Native 9","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","8",1,1101,"Native 9","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","11",1,3409,"Native 9","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","2",1,810,"Native 9","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","17",1,911,"Native 9","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","16",1,960,"Native 9","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","24",1,1093,"Native 9","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","1",1,1081,"Native 9","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","23",1,1245,"Native 9","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","14",1,4578,"Native 10","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","7",1,3671,"Native 10","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","19",1,1319,"Native 10","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","9",1,2747,"Native 10","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","4",1,4500,"Native 10","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","8",1,5019,"Native 10","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","5",0,6660,"Native 10","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
