"controller","condition","item","response","response_time","subject","group_G","ambiguity_G","question_type_G","ambiguity","question_type","group"
"PictureAccept","exp1-1","3",0,8033,"Native 18","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","2",1,1297,"Native 18","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","5",1,2315,"Native 18","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","17",1,1773,"Native 18","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","10",1,1651,"Native 18","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","24",1,3400,"Native 18","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","14",1,1934,"Native 18","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","8",1,1515,"Native 18","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","21",1,1873,"Native 18","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","13",1,1027,"Native 18","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","11",1,1873,"Native 18","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","6",1,1237,"Native 18","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","1",1,1277,"Native 18","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","22",1,1474,"Native 18","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","4",1,1845,"Native 18","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","7",0,3664,"Native 18","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","8",1,1543,"Native 19","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","6",1,2277,"Native 19","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","7",1,1692,"Native 19","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","2",1,2657,"Native 19","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","11",1,2522,"Native 19","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","5",1,1181,"Native 19","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","12",1,1313,"Native 19","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","9",1,1080,"Native 19","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","17",1,1435,"Native 19","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","4",1,986,"Native 19","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","3",0,4530,"Native 19","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","19",1,2971,"Native 19","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","15",1,2808,"Native 19","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","23",1,1996,"Native 19","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","22",0,3053,"Native 19","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","24",1,1555,"Native 19","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","13",1,1161,"Native 19","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","21",1,1410,"Native 19","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","1",1,2459,"Native 19","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","10",0,2825,"Native 19","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","16",1,1351,"Native 19","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","18",1,1690,"Native 19","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","14",1,7836,"Native 19","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","20",1,1957,"Native 19","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","3",1,1345,"Native 20","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","22",0,1065,"Native 20","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","21",1,3361,"Native 20","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","20",1,3310,"Native 20","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","9",1,2086,"Native 20","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","5",0,1763,"Native 20","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","18",1,1181,"Native 20","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","7",1,1654,"Native 20","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","15",1,2735,"Native 20","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","10",1,871,"Native 20","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","14",1,1240,"Native 20","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","19",0,845,"Native 20","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","1",1,2280,"Native 20","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","6",1,1439,"Native 20","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","2",0,3210,"Native 20","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","13",0,1171,"Native 20","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","23",1,1448,"Native 20","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","4",0,4628,"Native 20","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","12",1,1719,"Native 20","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","24",0,2371,"Native 20","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","11",0,1322,"Native 20","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","8",0,2336,"Native 20","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","16",0,2918,"Native 20","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","17",0,3259,"Native 20","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","22",1,1075,"Native 21","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","13",1,2570,"Native 21","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","1",1,1758,"Native 21","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","17",0,2337,"Native 21","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","24",0,1775,"Native 21","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","21",1,2422,"Native 21","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","16",0,1734,"Native 21","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","5",1,1600,"Native 21","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","8",1,1601,"Native 21","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","23",1,1195,"Native 21","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","19",1,789,"Native 21","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","10",1,1939,"Native 21","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","6",1,1657,"Native 21","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","3",1,1178,"Native 21","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","18",1,953,"Native 21","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","15",1,866,"Native 21","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","20",0,1821,"Native 21","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","4",1,2089,"Native 21","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","7",1,618,"Native 21","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","2",1,1312,"Native 21","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","11",1,1530,"Native 21","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","9",1,1163,"Native 21","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","14",0,3604,"Native 21","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","12",1,2991,"Native 21","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","18",1,1330,"Native 22","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","9",1,1020,"Native 22","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","19",1,3207,"Native 22","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","3",0,5822,"Native 22","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","13",1,761,"Native 22","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","8",1,1888,"Native 22","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","4",1,1589,"Native 22","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","21",1,1007,"Native 22","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","6",1,1225,"Native 22","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","7",1,4767,"Native 22","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","17",1,725,"Native 22","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","1",1,710,"Native 22","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","11",1,1665,"Native 22","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","23",1,1503,"Native 22","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","15",1,1086,"Native 22","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","20",1,1430,"Native 22","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","10",1,1046,"Native 22","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","5",1,728,"Native 22","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","16",1,1207,"Native 22","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","24",1,1651,"Native 22","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","14",1,1879,"Native 22","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","2",1,584,"Native 22","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","12",1,4557,"Native 22","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","22",1,775,"Native 22","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","9",1,1549,"Native 23","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","13",1,1076,"Native 23","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","11",1,2043,"Native 23","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","23",1,1745,"Native 23","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","22",1,2603,"Native 23","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","7",1,5268,"Native 23","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","19",1,2213,"Native 23","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","1",1,1071,"Native 23","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","12",1,1184,"Native 23","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","15",1,1093,"Native 23","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","5",1,1104,"Native 23","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","3",1,3715,"Native 23","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","4",1,1457,"Native 23","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","17",1,1185,"Native 23","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","18",1,1920,"Native 23","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","16",1,1443,"Native 23","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","24",1,1194,"Native 23","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","20",1,741,"Native 23","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","10",1,1419,"Native 23","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","8",1,1631,"Native 23","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","14",1,6521,"Native 23","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","2",1,4413,"Native 23","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","21",1,1805,"Native 23","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","6",1,1119,"Native 23","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","24",1,1947,"Native 24","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","10",1,3133,"Native 24","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","16",1,1697,"Native 24","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","5",0,1318,"Native 24","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","8",1,1323,"Native 24","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","17",0,1623,"Native 24","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","22",1,2851,"Native 24","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","15",1,1048,"Native 24","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","11",0,4178,"Native 24","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","20",1,1034,"Native 24","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","4",1,1163,"Native 24","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","12",1,1214,"Native 24","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","1",1,1839,"Native 24","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","23",1,2725,"Native 24","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","18",1,2532,"Native 24","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","6",1,1173,"Native 24","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","13",1,1125,"Native 24","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","19",1,1863,"Native 24","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","14",1,2562,"Native 24","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","2",1,1404,"Native 24","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","21",1,4228,"Native 24","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","9",1,1345,"Native 24","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","7",1,1448,"Native 24","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","3",1,2573,"Native 24","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","2",0,7130,"Native 25","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","3",1,4147,"Native 25","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","14",1,3450,"Native 25","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","11",1,8079,"Native 25","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","7",1,1821,"Native 25","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","1",1,7018,"Native 25","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","19",1,2552,"Native 25","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","23",1,1721,"Native 25","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","24",1,3025,"Native 25","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","20",1,5938,"Native 25","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","6",1,1644,"Native 25","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","13",1,1829,"Native 25","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","9",1,2757,"Native 25","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","12",1,2617,"Native 25","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","10",1,1885,"Native 25","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","15",1,2857,"Native 25","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","4",1,4714,"Native 25","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","17",0,2546,"Native 25","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","18",1,1857,"Native 25","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","5",1,1780,"Native 25","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","22",1,1367,"Native 25","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","21",1,1974,"Native 25","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","16",1,2138,"Native 25","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","8",1,1484,"Native 25","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","2",1,949,"Native 26","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","3",0,1945,"Native 26","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","11",0,1908,"Native 26","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","24",1,4365,"Native 26","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","6",0,2005,"Native 26","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","10",1,1028,"Native 26","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","5",1,764,"Native 26","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","17",1,843,"Native 26","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","15",0,1634,"Native 26","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","23",1,2778,"Native 26","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","8",1,1528,"Native 26","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","13",1,988,"Native 26","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","16",1,1674,"Native 26","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","18",1,2509,"Native 26","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","7",1,2557,"Native 26","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","22",1,1202,"Native 26","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","9",1,1273,"Native 26","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","1",0,3156,"Native 26","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","21",1,653,"Native 26","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","12",1,1174,"Native 26","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","20",1,1285,"Native 26","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","4",1,1436,"Native 26","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","19",1,2256,"Native 26","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","14",1,2176,"Native 26","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","10",0,3143,"Native 27","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","18",0,2786,"Native 27","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","4",0,1943,"Native 27","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","15",0,3469,"Native 27","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","12",0,2778,"Native 27","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","9",0,3183,"Native 27","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","2",0,4237,"Native 27","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","7",1,5098,"Native 27","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","14",0,7633,"Native 27","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","24",0,1803,"Native 27","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","8",0,2116,"Native 27","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","11",0,5481,"Native 27","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","17",1,1875,"Native 27","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","20",0,1152,"Native 27","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","23",1,1409,"Native 27","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
