"subject","item","region","measure","condition","rawdata","group_G","region_G","trial","sort","skips","reading_time","ambiguity_G","continuation_G","ambiguity_continuation_G","ambiguity","continuation","group"
"Native 24",23,-0.5,"rp",4,195,"Native","continuation","Native 24 23","continuation/rp",0,195,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 24",20,-0.5,"rp",1,166,"Native","continuation","Native 24 20","continuation/rp",0,166,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 24",4,-0.5,"rp",1,179,"Native","continuation","Native 24 4","continuation/rp",0,179,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 24",11,-0.5,"rp",4,173,"Native","continuation","Native 24 11","continuation/rp",0,173,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 24",7,-0.5,"rp",4,201,"Native","continuation","Native 24 7","continuation/rp",0,201,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 24",14,-0.5,"rp",3,0,"Native","continuation","Native 24 14","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 24",19,-0.5,"rp",4,246,"Native","continuation","Native 24 19","continuation/rp",0,246,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 24",5,-0.5,"rp",2,201,"Native","continuation","Native 24 5","continuation/rp",0,201,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 24",16,-0.5,"rp",1,194,"Native","continuation","Native 24 16","continuation/rp",0,194,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 24",21,-0.5,"rp",2,285,"Native","continuation","Native 24 21","continuation/rp",0,285,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 24",10,-0.5,"rp",3,195,"Native","continuation","Native 24 10","continuation/rp",0,195,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 24",17,-0.5,"rp",2,188,"Native","continuation","Native 24 17","continuation/rp",0,188,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 24",15,-0.5,"rp",4,182,"Native","continuation","Native 24 15","continuation/rp",0,182,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 24",8,-0.5,"rp",1,223,"Native","continuation","Native 24 8","continuation/rp",0,223,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 24",1,-0.5,"rp",2,224,"Native","continuation","Native 24 1","continuation/rp",0,224,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 24",2,-0.5,"rp",3,486,"Native","continuation","Native 24 2","continuation/rp",0,486,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 24",13,-0.5,"rp",2,149,"Native","continuation","Native 24 13","continuation/rp",0,149,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 24",9,-0.5,"rp",2,248,"Native","continuation","Native 24 9","continuation/rp",0,248,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 24",18,-0.5,"rp",3,236,"Native","continuation","Native 24 18","continuation/rp",0,236,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 24",6,-0.5,"rp",3,236,"Native","continuation","Native 24 6","continuation/rp",0,236,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 24",24,-0.5,"rp",1,193,"Native","continuation","Native 24 24","continuation/rp",0,193,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 24",22,-0.5,"rp",3,256,"Native","continuation","Native 24 22","continuation/rp",0,256,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 25",21,-0.5,"rp",3,154,"Native","continuation","Native 25 21","continuation/rp",0,154,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 25",22,-0.5,"rp",4,0,"Native","continuation","Native 25 22","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 25",19,-0.5,"rp",1,321,"Native","continuation","Native 25 19","continuation/rp",0,321,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 25",6,-0.5,"rp",4,195,"Native","continuation","Native 25 6","continuation/rp",0,195,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 25",13,-0.5,"rp",3,0,"Native","continuation","Native 25 13","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 25",8,-0.5,"rp",2,184,"Native","continuation","Native 25 8","continuation/rp",0,184,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 25",3,-0.5,"rp",1,227,"Native","continuation","Native 25 3","continuation/rp",0,227,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 25",20,-0.5,"rp",2,205,"Native","continuation","Native 25 20","continuation/rp",0,205,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 25",1,-0.5,"rp",3,344,"Native","continuation","Native 25 1","continuation/rp",0,344,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 25",17,-0.5,"rp",3,510,"Native","continuation","Native 25 17","continuation/rp",0,510,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 25",5,-0.5,"rp",3,0,"Native","continuation","Native 25 5","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 25",12,-0.5,"rp",2,0,"Native","continuation","Native 25 12","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 25",16,-0.5,"rp",2,0,"Native","continuation","Native 25 16","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 25",24,-0.5,"rp",2,180,"Native","continuation","Native 25 24","continuation/rp",0,180,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 25",11,-0.5,"rp",1,534,"Native","continuation","Native 25 11","continuation/rp",0,534,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 25",2,-0.5,"rp",4,0,"Native","continuation","Native 25 2","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 25",23,-0.5,"rp",1,0,"Native","continuation","Native 25 23","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 25",7,-0.5,"rp",1,0,"Native","continuation","Native 25 7","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 25",10,-0.5,"rp",4,348,"Native","continuation","Native 25 10","continuation/rp",0,348,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 25",4,-0.5,"rp",2,202,"Native","continuation","Native 25 4","continuation/rp",0,202,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 25",18,-0.5,"rp",4,1760,"Native","continuation","Native 25 18","continuation/rp",0,1760,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 25",14,-0.5,"rp",4,170,"Native","continuation","Native 25 14","continuation/rp",0,170,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 25",15,-0.5,"rp",1,174,"Native","continuation","Native 25 15","continuation/rp",0,174,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 25",9,-0.5,"rp",3,0,"Native","continuation","Native 25 9","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 26",3,-0.5,"rp",2,213,"Native","continuation","Native 26 3","continuation/rp",0,213,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 26",18,-0.5,"rp",1,94,"Native","continuation","Native 26 18","continuation/rp",0,94,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 26",9,-0.5,"rp",4,608,"Native","continuation","Native 26 9","continuation/rp",0,608,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 26",15,-0.5,"rp",2,129,"Native","continuation","Native 26 15","continuation/rp",0,129,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 26",24,-0.5,"rp",3,342,"Native","continuation","Native 26 24","continuation/rp",0,342,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 26",5,-0.5,"rp",4,0,"Native","continuation","Native 26 5","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 26",20,-0.5,"rp",3,423,"Native","continuation","Native 26 20","continuation/rp",0,423,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 26",8,-0.5,"rp",3,305,"Native","continuation","Native 26 8","continuation/rp",0,305,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 26",14,-0.5,"rp",1,591,"Native","continuation","Native 26 14","continuation/rp",0,591,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 26",13,-0.5,"rp",4,365,"Native","continuation","Native 26 13","continuation/rp",0,365,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 26",17,-0.5,"rp",4,790,"Native","continuation","Native 26 17","continuation/rp",0,790,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 26",22,-0.5,"rp",1,189,"Native","continuation","Native 26 22","continuation/rp",0,189,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 26",19,-0.5,"rp",2,297,"Native","continuation","Native 26 19","continuation/rp",0,297,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 26",7,-0.5,"rp",2,167,"Native","continuation","Native 26 7","continuation/rp",0,167,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 26",10,-0.5,"rp",1,362,"Native","continuation","Native 26 10","continuation/rp",0,362,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 26",2,-0.5,"rp",1,92,"Native","continuation","Native 26 2","continuation/rp",0,92,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 26",4,-0.5,"rp",3,163,"Native","continuation","Native 26 4","continuation/rp",0,163,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 26",12,-0.5,"rp",3,384,"Native","continuation","Native 26 12","continuation/rp",0,384,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 26",16,-0.5,"rp",3,254,"Native","continuation","Native 26 16","continuation/rp",0,254,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 26",6,-0.5,"rp",1,231,"Native","continuation","Native 26 6","continuation/rp",0,231,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 26",11,-0.5,"rp",2,163,"Native","continuation","Native 26 11","continuation/rp",0,163,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 26",21,-0.5,"rp",4,0,"Native","continuation","Native 26 21","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 26",23,-0.5,"rp",2,260,"Native","continuation","Native 26 23","continuation/rp",0,260,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 26",1,-0.5,"rp",4,557,"Native","continuation","Native 26 1","continuation/rp",0,557,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 27",8,-0.5,"rp",4,0,"Native","continuation","Native 27 8","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 27",12,-0.5,"rp",4,244,"Native","continuation","Native 27 12","continuation/rp",0,244,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 27",11,-0.5,"rp",3,0,"Native","continuation","Native 27 11","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 27",6,-0.5,"rp",2,0,"Native","continuation","Native 27 6","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 27",14,-0.5,"rp",2,0,"Native","continuation","Native 27 14","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 27",10,-0.5,"rp",2,0,"Native","continuation","Native 27 10","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 27",15,-0.5,"rp",3,172,"Native","continuation","Native 27 15","continuation/rp",0,172,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 27",20,-0.5,"rp",4,563,"Native","continuation","Native 27 20","continuation/rp",0,563,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 27",13,-0.5,"rp",1,0,"Native","continuation","Native 27 13","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 27",21,-0.5,"rp",1,0,"Native","continuation","Native 27 21","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 27",16,-0.5,"rp",4,161,"Native","continuation","Native 27 16","continuation/rp",0,161,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 27",23,-0.5,"rp",3,130,"Native","continuation","Native 27 23","continuation/rp",0,130,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 27",7,-0.5,"rp",3,206,"Native","continuation","Native 27 7","continuation/rp",0,206,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 27",1,-0.5,"rp",1,346,"Native","continuation","Native 27 1","continuation/rp",0,346,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 27",18,-0.5,"rp",2,0,"Native","continuation","Native 27 18","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 27",19,-0.5,"rp",3,464,"Native","continuation","Native 27 19","continuation/rp",0,464,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 27",22,-0.5,"rp",2,0,"Native","continuation","Native 27 22","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 27",4,-0.5,"rp",4,0,"Native","continuation","Native 27 4","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 27",17,-0.5,"rp",1,0,"Native","continuation","Native 27 17","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 27",24,-0.5,"rp",4,143,"Native","continuation","Native 27 24","continuation/rp",0,143,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 27",9,-0.5,"rp",1,182,"Native","continuation","Native 27 9","continuation/rp",0,182,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 27",2,-0.5,"rp",2,0,"Native","continuation","Native 27 2","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 27",5,-0.5,"rp",1,0,"Native","continuation","Native 27 5","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 27",3,-0.5,"rp",3,343,"Native","continuation","Native 27 3","continuation/rp",0,343,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 28",17,-0.5,"rp",2,638,"Native","continuation","Native 28 17","continuation/rp",0,638,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 28",10,-0.5,"rp",3,913,"Native","continuation","Native 28 10","continuation/rp",0,913,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 28",18,-0.5,"rp",3,258,"Native","continuation","Native 28 18","continuation/rp",0,258,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 28",9,-0.5,"rp",2,431,"Native","continuation","Native 28 9","continuation/rp",0,431,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 28",15,-0.5,"rp",4,710,"Native","continuation","Native 28 15","continuation/rp",0,710,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 28",1,-0.5,"rp",2,284,"Native","continuation","Native 28 1","continuation/rp",0,284,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 28",22,-0.5,"rp",3,488,"Native","continuation","Native 28 22","continuation/rp",0,488,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 28",19,-0.5,"rp",4,196,"Native","continuation","Native 28 19","continuation/rp",0,196,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 28",23,-0.5,"rp",4,712,"Native","continuation","Native 28 23","continuation/rp",0,712,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 28",7,-0.5,"rp",4,512,"Native","continuation","Native 28 7","continuation/rp",0,512,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 28",2,-0.5,"rp",3,377,"Native","continuation","Native 28 2","continuation/rp",0,377,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 28",20,-0.5,"rp",1,236,"Native","continuation","Native 28 20","continuation/rp",0,236,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 28",11,-0.5,"rp",4,590,"Native","continuation","Native 28 11","continuation/rp",0,590,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 28",8,-0.5,"rp",1,0,"Native","continuation","Native 28 8","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 28",21,-0.5,"rp",2,169,"Native","continuation","Native 28 21","continuation/rp",0,169,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 28",14,-0.5,"rp",3,0,"Native","continuation","Native 28 14","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 28",12,-0.5,"rp",1,0,"Native","continuation","Native 28 12","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 28",5,-0.5,"rp",2,184,"Native","continuation","Native 28 5","continuation/rp",0,184,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 28",24,-0.5,"rp",1,252,"Native","continuation","Native 28 24","continuation/rp",0,252,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 28",4,-0.5,"rp",1,546,"Native","continuation","Native 28 4","continuation/rp",0,546,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 28",13,-0.5,"rp",2,285,"Native","continuation","Native 28 13","continuation/rp",0,285,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 28",3,-0.5,"rp",4,314,"Native","continuation","Native 28 3","continuation/rp",0,314,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 28",16,-0.5,"rp",1,183,"Native","continuation","Native 28 16","continuation/rp",0,183,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 28",6,-0.5,"rp",3,267,"Native","continuation","Native 28 6","continuation/rp",0,267,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 29",9,-0.5,"rp",3,737,"Native","continuation","Native 29 9","continuation/rp",0,737,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 29",22,-0.5,"rp",4,785,"Native","continuation","Native 29 22","continuation/rp",0,785,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 29",11,-0.5,"rp",1,243,"Native","continuation","Native 29 11","continuation/rp",0,243,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 29",5,-0.5,"rp",3,211,"Native","continuation","Native 29 5","continuation/rp",0,211,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 29",24,-0.5,"rp",2,161,"Native","continuation","Native 29 24","continuation/rp",0,161,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 29",1,-0.5,"rp",3,562,"Native","continuation","Native 29 1","continuation/rp",0,562,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 29",16,-0.5,"rp",2,1020,"Native","continuation","Native 29 16","continuation/rp",0,1020,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 29",15,-0.5,"rp",1,264,"Native","continuation","Native 29 15","continuation/rp",0,264,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 29",2,-0.5,"rp",4,434,"Native","continuation","Native 29 2","continuation/rp",0,434,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 29",18,-0.5,"rp",4,817,"Native","continuation","Native 29 18","continuation/rp",0,817,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 29",6,-0.5,"rp",4,397,"Native","continuation","Native 29 6","continuation/rp",0,397,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 29",19,-0.5,"rp",1,215,"Native","continuation","Native 29 19","continuation/rp",0,215,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 29",8,-0.5,"rp",2,185,"Native","continuation","Native 29 8","continuation/rp",0,185,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 29",17,-0.5,"rp",3,444,"Native","continuation","Native 29 17","continuation/rp",0,444,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 29",14,-0.5,"rp",4,440,"Native","continuation","Native 29 14","continuation/rp",0,440,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 29",10,-0.5,"rp",4,425,"Native","continuation","Native 29 10","continuation/rp",0,425,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 29",13,-0.5,"rp",3,611,"Native","continuation","Native 29 13","continuation/rp",0,611,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 29",12,-0.5,"rp",2,268,"Native","continuation","Native 29 12","continuation/rp",0,268,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 29",23,-0.5,"rp",1,177,"Native","continuation","Native 29 23","continuation/rp",0,177,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 29",7,-0.5,"rp",1,253,"Native","continuation","Native 29 7","continuation/rp",0,253,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 29",21,-0.5,"rp",3,328,"Native","continuation","Native 29 21","continuation/rp",0,328,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 29",3,-0.5,"rp",1,449,"Native","continuation","Native 29 3","continuation/rp",0,449,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 29",20,-0.5,"rp",2,194,"Native","continuation","Native 29 20","continuation/rp",0,194,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 29",4,-0.5,"rp",2,283,"Native","continuation","Native 29 4","continuation/rp",0,283,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 30",9,-0.5,"rp",4,301,"Native","continuation","Native 30 9","continuation/rp",0,301,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 30",17,-0.5,"rp",4,187,"Native","continuation","Native 30 17","continuation/rp",0,187,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 30",13,-0.5,"rp",4,0,"Native","continuation","Native 30 13","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 30",22,-0.5,"rp",1,153,"Native","continuation","Native 30 22","continuation/rp",0,153,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 30",6,-0.5,"rp",1,423,"Native","continuation","Native 30 6","continuation/rp",0,423,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 30",19,-0.5,"rp",2,164,"Native","continuation","Native 30 19","continuation/rp",0,164,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 30",24,-0.5,"rp",3,177,"Native","continuation","Native 30 24","continuation/rp",0,177,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 30",23,-0.5,"rp",2,163,"Native","continuation","Native 30 23","continuation/rp",0,163,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 30",20,-0.5,"rp",3,195,"Native","continuation","Native 30 20","continuation/rp",0,195,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 30",21,-0.5,"rp",4,209,"Native","continuation","Native 30 21","continuation/rp",0,209,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 30",7,-0.5,"rp",2,194,"Native","continuation","Native 30 7","continuation/rp",0,194,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 30",14,-0.5,"rp",1,123,"Native","continuation","Native 30 14","continuation/rp",0,123,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 30",2,-0.5,"rp",1,210,"Native","continuation","Native 30 2","continuation/rp",0,210,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 30",10,-0.5,"rp",1,152,"Native","continuation","Native 30 10","continuation/rp",0,152,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 30",5,-0.5,"rp",4,164,"Native","continuation","Native 30 5","continuation/rp",0,164,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
