"subject","item","region","measure","condition","rawdata","group_G","region_G","trial","sort","skips","reading_time","ambiguity_G","continuation_G","ambiguity_continuation_G","ambiguity","continuation","group"
"Non-Native 1",9,-0.5,"rp",1,575,"Non-Native","continuation","Non-Native 1 9","continuation/rp",0,575,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 1",13,-0.5,"rp",1,514,"Non-Native","continuation","Non-Native 1 13","continuation/rp",0,514,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 1",22,-0.5,"rp",2,410,"Non-Native","continuation","Non-Native 1 22","continuation/rp",0,410,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 1",21,-0.5,"rp",1,380,"Non-Native","continuation","Non-Native 1 21","continuation/rp",0,380,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 1",5,-0.5,"rp",1,364,"Non-Native","continuation","Non-Native 1 5","continuation/rp",0,364,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 1",17,-0.5,"rp",1,424,"Non-Native","continuation","Non-Native 1 17","continuation/rp",0,424,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 1",15,-0.5,"rp",3,232,"Non-Native","continuation","Non-Native 1 15","continuation/rp",0,232,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 1",8,-0.5,"rp",4,0,"Non-Native","continuation","Non-Native 1 8","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 1",23,-0.5,"rp",3,251,"Non-Native","continuation","Non-Native 1 23","continuation/rp",0,251,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 1",12,-0.5,"rp",4,394,"Non-Native","continuation","Non-Native 1 12","continuation/rp",0,394,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 1",19,-0.5,"rp",3,395,"Non-Native","continuation","Non-Native 1 19","continuation/rp",0,395,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 1",2,-0.5,"rp",2,305,"Non-Native","continuation","Non-Native 1 2","continuation/rp",0,305,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 1",10,-0.5,"rp",2,240,"Non-Native","continuation","Non-Native 1 10","continuation/rp",0,240,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 1",1,-0.5,"rp",1,286,"Non-Native","continuation","Non-Native 1 1","continuation/rp",0,286,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 1",11,-0.5,"rp",3,303,"Non-Native","continuation","Non-Native 1 11","continuation/rp",0,303,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 1",4,-0.5,"rp",4,0,"Non-Native","continuation","Non-Native 1 4","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 1",18,-0.5,"rp",2,234,"Non-Native","continuation","Non-Native 1 18","continuation/rp",0,234,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 1",3,-0.5,"rp",3,248,"Non-Native","continuation","Non-Native 1 3","continuation/rp",0,248,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 1",14,-0.5,"rp",2,448,"Non-Native","continuation","Non-Native 1 14","continuation/rp",0,448,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 1",24,-0.5,"rp",4,258,"Non-Native","continuation","Non-Native 1 24","continuation/rp",0,258,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 1",7,-0.5,"rp",3,342,"Non-Native","continuation","Non-Native 1 7","continuation/rp",0,342,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 2",16,-0.5,"rp",1,281,"Non-Native","continuation","Non-Native 2 16","continuation/rp",0,281,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 2",8,-0.5,"rp",1,283,"Non-Native","continuation","Non-Native 2 8","continuation/rp",0,283,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 2",21,-0.5,"rp",2,215,"Non-Native","continuation","Non-Native 2 21","continuation/rp",0,215,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 2",1,-0.5,"rp",2,464,"Non-Native","continuation","Non-Native 2 1","continuation/rp",0,464,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 2",3,-0.5,"rp",4,268,"Non-Native","continuation","Non-Native 2 3","continuation/rp",0,268,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 2",9,-0.5,"rp",2,514,"Non-Native","continuation","Non-Native 2 9","continuation/rp",0,514,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 2",7,-0.5,"rp",4,749,"Non-Native","continuation","Non-Native 2 7","continuation/rp",0,749,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 2",13,-0.5,"rp",2,143,"Non-Native","continuation","Non-Native 2 13","continuation/rp",0,143,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 2",5,-0.5,"rp",2,285,"Non-Native","continuation","Non-Native 2 5","continuation/rp",0,285,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 2",4,-0.5,"rp",1,234,"Non-Native","continuation","Non-Native 2 4","continuation/rp",0,234,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 2",24,-0.5,"rp",1,506,"Non-Native","continuation","Non-Native 2 24","continuation/rp",0,506,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 2",6,-0.5,"rp",3,336,"Non-Native","continuation","Non-Native 2 6","continuation/rp",0,336,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 2",20,-0.5,"rp",1,457,"Non-Native","continuation","Non-Native 2 20","continuation/rp",0,457,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 2",11,-0.5,"rp",4,634,"Non-Native","continuation","Non-Native 2 11","continuation/rp",0,634,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 2",10,-0.5,"rp",3,869,"Non-Native","continuation","Non-Native 2 10","continuation/rp",0,869,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 2",15,-0.5,"rp",4,334,"Non-Native","continuation","Non-Native 2 15","continuation/rp",0,334,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 2",12,-0.5,"rp",1,320,"Non-Native","continuation","Non-Native 2 12","continuation/rp",0,320,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 2",17,-0.5,"rp",2,645,"Non-Native","continuation","Non-Native 2 17","continuation/rp",0,645,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 2",23,-0.5,"rp",4,361,"Non-Native","continuation","Non-Native 2 23","continuation/rp",0,361,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 2",18,-0.5,"rp",3,520,"Non-Native","continuation","Non-Native 2 18","continuation/rp",0,520,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 2",19,-0.5,"rp",4,454,"Non-Native","continuation","Non-Native 2 19","continuation/rp",0,454,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 2",22,-0.5,"rp",3,1201,"Non-Native","continuation","Non-Native 2 22","continuation/rp",0,1201,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 2",14,-0.5,"rp",3,1042,"Non-Native","continuation","Non-Native 2 14","continuation/rp",0,1042,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 2",2,-0.5,"rp",3,402,"Non-Native","continuation","Non-Native 2 2","continuation/rp",0,402,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 3",9,-0.5,"rp",3,544,"Non-Native","continuation","Non-Native 3 9","continuation/rp",0,544,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 3",14,-0.5,"rp",4,692,"Non-Native","continuation","Non-Native 3 14","continuation/rp",0,692,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 3",21,-0.5,"rp",3,267,"Non-Native","continuation","Non-Native 3 21","continuation/rp",0,267,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 3",4,-0.5,"rp",2,272,"Non-Native","continuation","Non-Native 3 4","continuation/rp",0,272,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 3",3,-0.5,"rp",1,267,"Non-Native","continuation","Non-Native 3 3","continuation/rp",0,267,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 3",6,-0.5,"rp",4,534,"Non-Native","continuation","Non-Native 3 6","continuation/rp",0,534,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 3",18,-0.5,"rp",4,498,"Non-Native","continuation","Non-Native 3 18","continuation/rp",0,498,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 3",15,-0.5,"rp",1,237,"Non-Native","continuation","Non-Native 3 15","continuation/rp",0,237,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 3",23,-0.5,"rp",1,185,"Non-Native","continuation","Non-Native 3 23","continuation/rp",0,185,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 3",1,-0.5,"rp",3,337,"Non-Native","continuation","Non-Native 3 1","continuation/rp",0,337,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 3",13,-0.5,"rp",3,337,"Non-Native","continuation","Non-Native 3 13","continuation/rp",0,337,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 3",2,-0.5,"rp",4,345,"Non-Native","continuation","Non-Native 3 2","continuation/rp",0,345,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 3",22,-0.5,"rp",4,230,"Non-Native","continuation","Non-Native 3 22","continuation/rp",0,230,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 3",20,-0.5,"rp",2,162,"Non-Native","continuation","Non-Native 3 20","continuation/rp",0,162,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 3",10,-0.5,"rp",4,411,"Non-Native","continuation","Non-Native 3 10","continuation/rp",0,411,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 3",8,-0.5,"rp",2,251,"Non-Native","continuation","Non-Native 3 8","continuation/rp",0,251,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 3",19,-0.5,"rp",1,256,"Non-Native","continuation","Non-Native 3 19","continuation/rp",0,256,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 3",17,-0.5,"rp",3,530,"Non-Native","continuation","Non-Native 3 17","continuation/rp",0,530,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 3",16,-0.5,"rp",2,229,"Non-Native","continuation","Non-Native 3 16","continuation/rp",0,229,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 3",7,-0.5,"rp",1,276,"Non-Native","continuation","Non-Native 3 7","continuation/rp",0,276,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 3",12,-0.5,"rp",2,222,"Non-Native","continuation","Non-Native 3 12","continuation/rp",0,222,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 3",5,-0.5,"rp",3,388,"Non-Native","continuation","Non-Native 3 5","continuation/rp",0,388,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 3",24,-0.5,"rp",2,202,"Non-Native","continuation","Non-Native 3 24","continuation/rp",0,202,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 3",11,-0.5,"rp",1,226,"Non-Native","continuation","Non-Native 3 11","continuation/rp",0,226,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 4",20,-0.5,"rp",3,252,"Non-Native","continuation","Non-Native 4 20","continuation/rp",0,252,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 4",18,-0.5,"rp",1,266,"Non-Native","continuation","Non-Native 4 18","continuation/rp",0,266,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 4",2,-0.5,"rp",1,208,"Non-Native","continuation","Non-Native 4 2","continuation/rp",0,208,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 4",24,-0.5,"rp",3,399,"Non-Native","continuation","Non-Native 4 24","continuation/rp",0,399,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 4",7,-0.5,"rp",2,0,"Non-Native","continuation","Non-Native 4 7","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 4",21,-0.5,"rp",4,214,"Non-Native","continuation","Non-Native 4 21","continuation/rp",0,214,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 4",5,-0.5,"rp",4,193,"Non-Native","continuation","Non-Native 4 5","continuation/rp",0,193,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 4",19,-0.5,"rp",2,347,"Non-Native","continuation","Non-Native 4 19","continuation/rp",0,347,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 4",12,-0.5,"rp",3,252,"Non-Native","continuation","Non-Native 4 12","continuation/rp",0,252,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 4",4,-0.5,"rp",3,265,"Non-Native","continuation","Non-Native 4 4","continuation/rp",0,265,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 4",1,-0.5,"rp",4,1171,"Non-Native","continuation","Non-Native 4 1","continuation/rp",0,1171,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 4",17,-0.5,"rp",4,1236,"Non-Native","continuation","Non-Native 4 17","continuation/rp",0,1236,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 4",8,-0.5,"rp",3,1818,"Non-Native","continuation","Non-Native 4 8","continuation/rp",0,1818,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 4",16,-0.5,"rp",3,229,"Non-Native","continuation","Non-Native 4 16","continuation/rp",0,229,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 4",14,-0.5,"rp",1,292,"Non-Native","continuation","Non-Native 4 14","continuation/rp",0,292,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 4",3,-0.5,"rp",2,878,"Non-Native","continuation","Non-Native 4 3","continuation/rp",0,878,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 4",13,-0.5,"rp",4,192,"Non-Native","continuation","Non-Native 4 13","continuation/rp",0,192,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 4",6,-0.5,"rp",1,222,"Non-Native","continuation","Non-Native 4 6","continuation/rp",0,222,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 4",11,-0.5,"rp",2,307,"Non-Native","continuation","Non-Native 4 11","continuation/rp",0,307,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 4",10,-0.5,"rp",1,253,"Non-Native","continuation","Non-Native 4 10","continuation/rp",0,253,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 4",15,-0.5,"rp",2,170,"Non-Native","continuation","Non-Native 4 15","continuation/rp",0,170,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 4",23,-0.5,"rp",2,186,"Non-Native","continuation","Non-Native 4 23","continuation/rp",0,186,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 4",9,-0.5,"rp",4,816,"Non-Native","continuation","Non-Native 4 9","continuation/rp",0,816,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 4",22,-0.5,"rp",1,185,"Non-Native","continuation","Non-Native 4 22","continuation/rp",0,185,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 5",4,-0.5,"rp",4,168,"Non-Native","continuation","Non-Native 5 4","continuation/rp",0,168,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 5",18,-0.5,"rp",2,498,"Non-Native","continuation","Non-Native 5 18","continuation/rp",0,498,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 5",15,-0.5,"rp",3,304,"Non-Native","continuation","Non-Native 5 15","continuation/rp",0,304,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 5",22,-0.5,"rp",2,278,"Non-Native","continuation","Non-Native 5 22","continuation/rp",0,278,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 5",17,-0.5,"rp",1,570,"Non-Native","continuation","Non-Native 5 17","continuation/rp",0,570,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 5",14,-0.5,"rp",2,173,"Non-Native","continuation","Non-Native 5 14","continuation/rp",0,173,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 5",12,-0.5,"rp",4,668,"Non-Native","continuation","Non-Native 5 12","continuation/rp",0,668,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 5",7,-0.5,"rp",3,394,"Non-Native","continuation","Non-Native 5 7","continuation/rp",0,394,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 5",11,-0.5,"rp",3,547,"Non-Native","continuation","Non-Native 5 11","continuation/rp",0,547,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 5",16,-0.5,"rp",4,342,"Non-Native","continuation","Non-Native 5 16","continuation/rp",0,342,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 5",1,-0.5,"rp",1,361,"Non-Native","continuation","Non-Native 5 1","continuation/rp",0,361,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 5",6,-0.5,"rp",2,232,"Non-Native","continuation","Non-Native 5 6","continuation/rp",0,232,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 5",24,-0.5,"rp",4,217,"Non-Native","continuation","Non-Native 5 24","continuation/rp",0,217,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 5",21,-0.5,"rp",1,174,"Non-Native","continuation","Non-Native 5 21","continuation/rp",0,174,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 5",19,-0.5,"rp",3,651,"Non-Native","continuation","Non-Native 5 19","continuation/rp",0,651,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 5",2,-0.5,"rp",2,234,"Non-Native","continuation","Non-Native 5 2","continuation/rp",0,234,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 5",3,-0.5,"rp",3,184,"Non-Native","continuation","Non-Native 5 3","continuation/rp",0,184,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 5",9,-0.5,"rp",1,155,"Non-Native","continuation","Non-Native 5 9","continuation/rp",0,155,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 5",23,-0.5,"rp",3,0,"Non-Native","continuation","Non-Native 5 23","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 5",8,-0.5,"rp",4,287,"Non-Native","continuation","Non-Native 5 8","continuation/rp",0,287,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 5",13,-0.5,"rp",1,142,"Non-Native","continuation","Non-Native 5 13","continuation/rp",0,142,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 5",5,-0.5,"rp",1,328,"Non-Native","continuation","Non-Native 5 5","continuation/rp",0,328,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 5",10,-0.5,"rp",2,956,"Non-Native","continuation","Non-Native 5 10","continuation/rp",0,956,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 6",17,-0.5,"rp",2,613,"Non-Native","continuation","Non-Native 6 17","continuation/rp",0,613,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 6",2,-0.5,"rp",3,463,"Non-Native","continuation","Non-Native 6 2","continuation/rp",0,463,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 6",19,-0.5,"rp",4,334,"Non-Native","continuation","Non-Native 6 19","continuation/rp",0,334,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 6",6,-0.5,"rp",3,540,"Non-Native","continuation","Non-Native 6 6","continuation/rp",0,540,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 6",14,-0.5,"rp",3,647,"Non-Native","continuation","Non-Native 6 14","continuation/rp",0,647,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 6",9,-0.5,"rp",2,868,"Non-Native","continuation","Non-Native 6 9","continuation/rp",0,868,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 6",7,-0.5,"rp",4,285,"Non-Native","continuation","Non-Native 6 7","continuation/rp",0,285,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 6",4,-0.5,"rp",1,260,"Non-Native","continuation","Non-Native 6 4","continuation/rp",0,260,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 6",20,-0.5,"rp",1,618,"Non-Native","continuation","Non-Native 6 20","continuation/rp",0,618,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 6",1,-0.5,"rp",2,502,"Non-Native","continuation","Non-Native 6 1","continuation/rp",0,502,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 6",8,-0.5,"rp",1,289,"Non-Native","continuation","Non-Native 6 8","continuation/rp",0,289,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 6",3,-0.5,"rp",4,433,"Non-Native","continuation","Non-Native 6 3","continuation/rp",0,433,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 6",16,-0.5,"rp",1,453,"Non-Native","continuation","Non-Native 6 16","continuation/rp",0,453,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 6",5,-0.5,"rp",2,1400,"Non-Native","continuation","Non-Native 6 5","continuation/rp",0,1400,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 6",24,-0.5,"rp",1,517,"Non-Native","continuation","Non-Native 6 24","continuation/rp",0,517,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 6",15,-0.5,"rp",4,411,"Non-Native","continuation","Non-Native 6 15","continuation/rp",0,411,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 6",13,-0.5,"rp",2,364,"Non-Native","continuation","Non-Native 6 13","continuation/rp",0,364,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 6",10,-0.5,"rp",3,724,"Non-Native","continuation","Non-Native 6 10","continuation/rp",0,724,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 6",23,-0.5,"rp",4,538,"Non-Native","continuation","Non-Native 6 23","continuation/rp",0,538,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 6",18,-0.5,"rp",3,380,"Non-Native","continuation","Non-Native 6 18","continuation/rp",0,380,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 6",11,-0.5,"rp",4,400,"Non-Native","continuation","Non-Native 6 11","continuation/rp",0,400,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 6",21,-0.5,"rp",2,594,"Non-Native","continuation","Non-Native 6 21","continuation/rp",0,594,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 6",22,-0.5,"rp",3,876,"Non-Native","continuation","Non-Native 6 22","continuation/rp",0,876,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 6",12,-0.5,"rp",1,508,"Non-Native","continuation","Non-Native 6 12","continuation/rp",0,508,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 7",15,-0.5,"rp",1,264,"Non-Native","continuation","Non-Native 7 15","continuation/rp",0,264,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 7",3,-0.5,"rp",1,0,"Non-Native","continuation","Non-Native 7 3","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 7",19,-0.5,"rp",1,248,"Non-Native","continuation","Non-Native 7 19","continuation/rp",0,248,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 7",20,-0.5,"rp",2,0,"Non-Native","continuation","Non-Native 7 20","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
