"controller","condition","item","reading_time","NA","subject","group_G","ambiguity_G","ambiguity","group"
"DashedSentence","exp1-3","18",5089,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","5",2471,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","22",6638,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","21",3793,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","16",6992,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","8",5575,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","2",2964,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","3",2093,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","11",4334,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","24",3512,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","6",2907,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","10",2818,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","5",4119,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","17",4085,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","15",3515,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","23",6138,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","8",2420,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","13",4141,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","16",3184,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","18",3904,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","7",3677,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","22",2457,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","9",4211,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","1",5766,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","21",3511,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","12",2394,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","20",2566,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","4",2260,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","19",4557,"False","Native 26","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","14",3203,"False","Native 26","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","10",5285,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","18",2262,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","4",4349,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","15",4521,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","12",4384,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","9",1904,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","2",10107,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","7",4154,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","14",3988,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","24",3184,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","8",4397,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","11",2290,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","17",3630,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","20",2554,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","23",3686,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","6",1580,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","21",2810,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","22",4041,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","16",1576,"False","Native 27","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","19",1278,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","1",1239,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","5",13991,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","13",3232,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","3",3391,"False","Native 27","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","9",4359,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","7",7208,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","20",3044,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","18",4974,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","5",3018,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","17",7286,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","10",6068,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","13",6865,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","24",2987,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","23",8950,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","15",3535,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","12",6787,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","21",3405,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","8",5276,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","14",11832,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","3",2942,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","4",2389,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","2",6095,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","11",8252,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","1",3931,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","16",3055,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","19",8102,"False","Native 28","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","22",4299,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","6",2728,"False","Native 28","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","14",1763,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","18",1589,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","20",3476,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","10",1806,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","21",3183,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","11",2142,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","16",3969,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","19",2453,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","24",1365,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","3",2153,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","12",1742,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","15",3598,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","8",1592,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","23",3124,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","22",1946,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","6",1629,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","13",2465,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","5",1609,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","1",1477,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","7",2180,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","9",1572,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","2",1617,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","17",1169,"False","Native 29","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","4",2217,"False","Native 29","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","23",8051,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","6",2826,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","18",8159,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","14",4519,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","7",4725,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","15",7786,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","17",3751,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","21",23459,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","22",2752,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","2",3389,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","10",2322,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","1",3907,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","11",3536,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","9",3458,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","16",2262,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","3",2120,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","5",3613,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","4",2648,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","8",2249,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","19",3173,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","20",1810,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","12",2829,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","13",2885,"False","Native 30","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","24",6891,"False","Native 30","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","9",2625,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","5",4283,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","21",2692,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","18",4484,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","7",4241,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","1",3044,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","23",3500,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","14",5295,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","3",3740,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","24",3049,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","11",3395,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","2",2439,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","12",2642,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","15",2483,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","16",4997,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","8",2748,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","4",1664,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","6",2381,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","20",3365,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","19",2949,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","10",3059,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","17",2112,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","13",3343,"False","Native 31","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","22",3985,"False","Native 31","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","4",6062,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","22",5623,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","8",5758,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","20",4562,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","21",6335,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","10",2463,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","11",9919,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","12",2185,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","2",5847,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","15",7634,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","14",3374,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","18",8409,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","9",2875,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","13",4160,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","7",2661,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","3",2166,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","17",2153,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","1",2221,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","23",3439,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","19",4480,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","16",1997,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","5",3362,"False","Native 32","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","6",1837,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","24",5151,"False","Native 32","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","21",2515,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","18",4752,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","10",2821,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","2",4820,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","7",3491,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","11",5228,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","5",2932,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","16",6189,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","13",2502,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","17",2176,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","23",2635,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","8",5008,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","22",4131,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","9",5731,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","14",6082,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","24",9484,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","19",3752,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","1",3796,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","6",3885,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","15",9375,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","12",5371,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","20",5070,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","4",3821,"False","Native 33","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","3",3395,"False","Native 33","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","9",4209,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","7",11287,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","14",7470,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","18",3129,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","2",3495,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","6",173,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","8",2715,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","12",3118,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","23",4178,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","19",5515,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","13",7550,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","4",3456,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","3",3961,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","11",4488,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","5",3237,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","1",3408,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","24",8879,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","10",2194,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","22",4145,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","17",8621,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","20",1551,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","21",4059,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","15",3818,"False","Native 34","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","16",1852,"False","Native 34","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","14",3724,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","15",4083,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","6",6235,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","21",3209,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","11",4691,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","3",7426,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","7",6083,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","5",3505,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","10",5023,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","13",3602,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","16",5329,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","20",3412,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","17",3925,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","18",4555,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","19",2191,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","2",4620,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","8",3221,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","4",2950,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","24",3741,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","12",3973,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","1",2534,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","23",4239,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","22",4126,"False","Native 35","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","9",2186,"False","Native 35","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","6",1681,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","7",3430,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","22",1576,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","5",1862,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","2",1844,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","16",1942,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","11",2201,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","15",2883,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","23",4392,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","17",4079,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","1",4223,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","9",3032,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","10",1783,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","21",2282,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","4",1847,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","19",2237,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","12",1980,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","8",3078,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","13",4237,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","24",1456,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","20",1791,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","3",10079,"False","Native 36","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","14",3809,"False","Native 36","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","14",6503,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","11",3896,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","1",3567,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","24",10451,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","4",3522,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","23",6905,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","5",3696,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","22",6931,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","7",5110,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","17",2509,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","3",2536,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","6",3298,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","16",10662,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","18",4345,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","20",2246,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","15",4178,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","19",3653,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","21",1911,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","9",9047,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","8",3877,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","13",2607,"False","Native 37","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","2",2732,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","12",4232,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","10",3303,"False","Native 37","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","16",3689,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","23",3042,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","6",3280,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","21",3036,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","3",6402,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","19",2854,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","15",3726,"False","Native 38","Native","Ambiguous",0.5,-0.5
