"controller","condition","item","reading_time","NA","subject","group_G","ambiguity_G","ambiguity","group"
"DashedSentence","exp1-1","9",2597,"False","Native 13","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","12",2438,"False","Native 13","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","4",1752,"False","Native 13","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","7",1932,"False","Native 13","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","19",3281,"False","Native 13","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","21",2071,"False","Native 13","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","14",1584,"False","Native 13","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","18",1549,"False","Native 13","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","6",5619,"False","Native 13","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","16",2281,"False","Native 13","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","3",5440,"False","Native 13","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","1",1874,"False","Native 13","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","11",3221,"False","Native 13","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","20",1653,"False","Native 13","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","15",4208,"False","Native 13","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","2",1943,"False","Native 13","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","10",1849,"False","Native 13","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","13",3077,"False","Native 13","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","11",3800,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","15",5871,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","21",5362,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","23",5429,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","18",5723,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","5",3256,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","17",8143,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","10",7639,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","2",5078,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","13",6695,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","20",9141,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","8",3581,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","6",3874,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","24",7983,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","14",8520,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","9",3085,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","19",3571,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","3",3881,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","12",6793,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","22",5425,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","16",4120,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","4",4289,"False","Native 14","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","7",4231,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","1",3535,"False","Native 14","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","24",3778,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","11",5314,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","1",3051,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","13",4312,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","9",4443,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","5",5967,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","21",4664,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","23",6693,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","14",3592,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","6",3840,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","2",3346,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","4",1878,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","19",3555,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","7",4529,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","20",2337,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","17",4216,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","8",2784,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","18",3302,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","16",3379,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","10",3209,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","15",5115,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","12",3443,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","22",6441,"False","Native 15","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","3",6085,"False","Native 15","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","14",8395,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","4",3754,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","13",5288,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","8",5161,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","20",5710,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","12",7657,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","19",4772,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","9",4390,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","7",4989,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","10",10973,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","5",9644,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","18",6276,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","16",5571,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","24",3655,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","11",4123,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","22",5890,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","17",4525,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","6",3668,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","2",4785,"False","Native 16","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","1",3835,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","23",3619,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","3",3475,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","15",3373,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","21",6315,"False","Native 16","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","18",3609,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","2",8155,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","19",7194,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","14",3876,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","7",13760,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","8",3563,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","1",4916,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","5",4435,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","16",6114,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","24",4531,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","10",3090,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","11",7993,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","15",5159,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","20",3968,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","21",3849,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","3",7401,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","9",6892,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","4",4526,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","12",3486,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","22",5178,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","17",4726,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","23",4511,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","6",4696,"False","Native 17","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","13",2889,"False","Native 17","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","18",2875,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","12",4239,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","15",6074,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","20",4836,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","23",5897,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","19",2411,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","9",2712,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","16",2935,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","3",5639,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","2",2573,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","5",4510,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","17",6916,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","10",2312,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","24",1999,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","14",2452,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","8",2648,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","21",3431,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","13",2673,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","11",11418,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","6",5115,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","1",2855,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","22",2063,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","4",1824,"False","Native 18","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","7",4498,"False","Native 18","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","8",9251,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","6",4624,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","7",5808,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","2",6745,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","11",4086,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","5",6178,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","12",13079,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","9",4551,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","17",4345,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","4",3084,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","3",8303,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","19",3128,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","15",3725,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","23",3227,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","22",5620,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","24",4935,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","13",3832,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","21",3174,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","1",5008,"False","Native 19","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","10",5343,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","16",4732,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","18",3559,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","14",5597,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","20",4987,"False","Native 19","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","3",5399,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","22",1889,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","21",6154,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","20",2768,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","9",8649,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","5",3263,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","18",3588,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","7",3191,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","15",7460,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","10",3232,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","14",3662,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","19",3741,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","1",2373,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","6",3816,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","2",2302,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","13",3224,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","23",5303,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","4",5162,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","12",2671,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","24",2800,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","11",3001,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","8",2195,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","16",4327,"False","Native 20","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","17",2684,"False","Native 20","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","22",1703,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","13",2339,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","1",1007,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","17",2890,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","24",1684,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","21",1739,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","16",1161,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","5",1501,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","8",2566,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","23",1854,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","19",1197,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","10",1668,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","6",1187,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","3",1851,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","18",2720,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","15",2060,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","20",1092,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","4",1106,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","7",1822,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","2",1881,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","11",1641,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","9",959,"False","Native 21","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","14",764,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","12",4201,"False","Native 21","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","18",3779,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","9",9790,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","19",4726,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","3",4381,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","13",4107,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","8",3018,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","4",3062,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","21",3743,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","6",2951,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","7",4099,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","17",3677,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","1",4255,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","11",3131,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","23",3185,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","15",3619,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","20",2144,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","10",2973,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","5",2306,"False","Native 22","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","16",2087,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","24",2589,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","14",2514,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","2",1577,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","12",2929,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","22",1851,"False","Native 22","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","9",2961,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","13",2585,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","11",5070,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","23",6210,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","22",4772,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","7",8129,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","19",2488,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","1",2156,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","12",7432,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","15",6016,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","5",1839,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","3",2319,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","4",2104,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","17",1641,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","18",2753,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","16",5889,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","24",7185,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","20",1503,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","10",2031,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","8",1922,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","14",5162,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","2",2820,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","21",1700,"False","Native 23","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","6",2620,"False","Native 23","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","24",3164,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","10",2455,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","16",4323,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","5",8379,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","8",3528,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","17",5802,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","22",4539,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","15",4644,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","11",6059,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","20",1832,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","4",6421,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","12",4819,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","1",5075,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","23",3829,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","18",3447,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","6",2077,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","13",3031,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","19",6217,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","14",2998,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","2",5106,"False","Native 24","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","21",5087,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","9",4267,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","7",4835,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","3",5122,"False","Native 24","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","2",8529,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","3",5559,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","14",8195,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","11",4332,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","7",5105,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","1",3593,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","19",5604,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","23",5465,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","24",8658,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","20",3122,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","6",2393,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","13",3513,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","9",4056,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","12",6276,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","10",8468,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","15",8730,"False","Native 25","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","4",6925,"False","Native 25","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","17",4246,"False","Native 25","Native","Unambiguous",-0.5,-0.5
